Model,Scenario,Category,Category_name,Category_subset,Subset_Ch4,Category_Vetting_historical,IMP_marker,Literature Reference (if applicable),Policy_category,Policy_category_name,Project_study,CO2 emissions 2030 Gt CO2/yr,CO2 emissions 2050 Gt CO2/yr,CO2 emissions 2100 Gt CO2/yr,COVID,GDP|MER-per-capita-in-2100,GDP|MER-per-capita-in-2100_bin,GHG emissions 2030 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2050 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2100 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions reductions 2019-2030 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2040 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2050 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2050 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2020 % modelled Native,CO2 emissions reductions 2019-2030 % modelled Native,CO2 emissions reductions 2019-2040 % modelled Native,CO2 emissions reductions 2019-2050 % modelled Native,CO2 emissions reductions 2019-2100 % modelled Native,CH4 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2050 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2030 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2040 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2050 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2030 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2040 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2050 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2020 % modelled Native-with-Infilled,GHG emissions reductions 2019-2030 % modelled Native-with-Infilled,GHG emissions reductions 2019-2040 % modelled Native-with-Infilled,GHG emissions reductions 2019-2050 % modelled Native-with-Infilled,GHG emissions reductions 2019-2100 % modelled Native-with-Infilled,Year of 50% CO2 emissions reductions 2019 modelled vs Harmonized-Infilled,Peak Emissions|CO2,Peak Emissions|GHGs,Population-in-2100,Population-in-2100_bin,Time horizon,Vetting_future,Vetting_historical,Climate impacts,Regional_scope,Scenario_scope,Sectoral_scope,Ssp_family,Technology_category_name,Year of peak CO2 Emissions (Harm-Infilled),Year of peak GHG Emissions,Year of netzero CO2 emissions (Harm-Infilled) Table SPM2,Year of netzero GHG emissions (Harm-Infilled) Table SPM2,"Cumulative net-negative CO2 (post net-zero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020 to netzero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020-2100, Gt CO2) (Harm-Infilled)",Median peak warming (MAGICCv7.5.3),P33 peak warming (MAGICCv7.5.3),P67 peak warming (MAGICCv7.5.3),Median warming in 2100 (MAGICCv7.5.3),Median year of peak warming (MAGICCv7.5.3),Median warming at year of netzero Emissions|CO2 (MAGICCv7.5.3),P67 warming at year of netzero (MAGICCv7.5.3) (Harm-Infilled),Exceedance Probability 1.5C (MAGICCv7.5.3),Exceedance Probability 2.0C (MAGICCv7.5.3),Exceedance Probability 3.0C (MAGICCv7.5.3),Category_FaIRv1.6.2,Category_name_FaIRv1.6.2,Median peak warming (FaIRv1.6.2),P33 peak warming (FaIRv1.6.2),P67 peak warming (FaIRv1.6.2),Median warming in 2100 (FaIRv1.6.2),Median year of peak warming (FaIRv1.6.2),Exceedance Probability 1.5C (FaIRv1.6.2),Exceedance Probability 2.0C (FaIRv1.6.2),Exceedance Probability 3.0C (FaIRv1.6.2),IMP_color_rgb,IMP_color_hex,Category_color_rgb,Category_color_hex
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P0_2,P0_2 Diagnostic around an immediate action case,ENGAGE,34.40032536,11.26518266,-16.22784571,FALSE,58514.30953,Medium,43.81861676,17.48201341,-12.89856112,21.42420331,43.50974611,68.65115257,22.2044742,47.46404787,76.91593811,-0.390138974,21.76056033,46.2517776,74.3786848,136.9083008,21.63351402,38.77687088,55.68170162,3.683229901,13.12661668,23.70861181,27.42127971,25.30748777,28.50103845,-0.563561808,20.83372014,42.6037803,67.27902478,120.8685655,2041,44.13954725,56.13102182,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2062,2070,-431924.353,835.1353947,403.890236,1.774559686,1.645247747,1.914202423,1.3791173,2049,1.739481759,1.884610533,0.83,0.253333333,0.005,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,1.692659241,1.559977711,1.827172944,1.384559194,2050,0.756817166,0.170764417,0.002682164,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P0_2,P0_2 Diagnostic around an immediate action case,ENGAGE,20.8795193,6.952582271,-4.958928528,FALSE,69677.68041,Medium,29.19472774,13.34194788,0.594311541,47.26486781,64.26530324,75.90012172,54.42933826,74.1810121,87.34380946,-0.158884756,52.06578654,71.22678167,84.03859026,111.3844737,32.67022205,45.73468639,55.69076132,9.136638281,16.97828555,24.48325092,36.58501192,31.00644366,24.90307028,-0.38066564,46.20445149,62.95250443,74.40007013,97.7180321,2030,43.62790617,55.62393682,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2066,inf,-140386.1788,553.2808308,412.9804106,1.638172848,1.514973857,1.772813169,1.435783249,2049,1.585643566,1.725548903,0.693333333,0.145,0.003333333,C1,C1: limit warming to 1.5¡C (>50%) with no or limited overshoot,1.568372205,1.445701022,1.695849775,1.446328471,2049,0.596781404,0.097898972,0.002235136,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P0_2,P0_2 Diagnostic around an immediate action case,ENGAGE,22.79686625,7.694885144,-7.408520112,FALSE,69521.11598,Medium,31.15444469,14.03113235,-2.29868568,43.70096313,60.75411,74.64441284,49.77194295,69.7485274,85.51519634,-0.164490655,47.6758427,67.07913676,82.338433,117.0042921,31.77685058,44.19752064,55.82897735,8.663484346,16.49566825,24.75695252,35.21789528,30.07820916,24.46771205,-0.37124485,42.67800498,59.51103812,73.16191923,102.7353292,2031,43.64019632,55.59445585,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2066,2085,-189935.1625,600.1645323,410.474264,1.6596472,1.532594612,1.790124109,1.432214825,2049,1.608280554,1.750276731,0.721666667,0.156666667,0.003333333,C1,C1: limit warming to 1.5¡C (>50%) with no or limited overshoot,1.583739392,1.461409094,1.717253016,1.443449103,2049,0.616450603,0.112203844,0.002682164,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P0_2,P0_2 Diagnostic around an immediate action case,ENGAGE,24.41286489,8.292142101,-8.851709935,FALSE,69288.29124,Medium,32.9829498,14.667182,-4.032050919,40.34898385,58.1446845,73.47380038,45.8569138,66.46863578,84.04814129,-0.177637099,43.99640732,64.01332035,80.97766277,120.3059969,29.48072012,43.1552728,55.27607118,7.825934624,15.85643495,24.50059272,34.66058702,29.6830607,24.56283827,-0.353326345,39.40827169,56.95518184,72.02111856,105.7404801,2032,43.66903982,55.53915351,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2065,2079,-231426.9369,635.7813356,404.5509648,1.677358049,1.550267862,1.810913845,1.423332731,2049,1.62869105,1.7717949,0.741666667,0.175,0.003333333,C1,C1: limit warming to 1.5¡C (>50%) with no or limited overshoot,1.599722821,1.477796382,1.734381468,1.434498412,2049,0.63343764,0.120250335,0.002682164,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P0_2,P0_2 Diagnostic around an immediate action case,ENGAGE,25.91945125,8.617864814,-10.04171159,FALSE,68931.78802,Medium,34.59189752,15.01522621,-5.513662677,37.57576426,55.77389646,72.90365411,42.37181131,63.49065391,83.29725011,-0.251162479,40.71639195,61.23387444,80.28900709,122.9676504,28.1513551,41.97809642,55.07299559,7.438090113,15.49161564,24.12644558,34.59685974,29.61367308,24.72987484,-0.40769703,36.6821391,54.63718298,71.46921452,108.2845969,2034,43.83092063,55.69055335,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2064,2077,-261332.3269,665.2075231,403.8905663,1.693322225,1.565922967,1.827818488,1.411603997,2049,1.64798808,1.791349112,0.758333333,0.183333333,0.003333333,C1,C1: limit warming to 1.5¡C (>50%) with no or limited overshoot,1.614985037,1.490582421,1.748926372,1.423860374,2049,0.652659812,0.129190881,0.002682164,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,23.10413596,5.540706652,-0.001060485,FALSE,69683.62811,Medium,31.32041768,11.56901617,6.008853372,43.57793282,64.41136121,79.15903248,49.34612096,74.0092333,90.90213729,-0.312371439,47.28634545,71.0728791,87.35850166,100.0024196,32.49138664,46.51445993,57.98702737,9.81189189,18.09032208,26.92715726,36.71467019,32.552735,27.72586261,-0.45029366,42.53016394,63.06603451,77.54797085,88.35156617,2031,43.96641985,55.81157475,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T1: Non-standard technology assumptions,2020,2020,2060,inf,-42269.3832,549.1414846,506.9935447,1.648837179,1.530823871,1.783492389,1.484042109,2048,1.603236272,1.741974605,0.71,0.148333333,0.003333333,C1,C1: limit warming to 1.5¡C (>50%) with no or limited overshoot,1.588704898,1.46259413,1.717058249,1.496829744,2049,0.616450603,0.114886008,0.003129191,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,22.58027804,6.214598979,2.87E-06,TRUE,60930.71783,Medium,30.68830778,12.15452148,5.925531581,43.13710907,62.24656717,77.47867904,48.86185099,71.48609161,88.8668095,0.516531567,46.75179819,68.60459151,85.34490053,99.99999323,32.15945274,45.41102267,57.7481538,8.87424613,17.26083848,26.36272633,36.86457425,31.77277176,27.01358771,0.242211857,42.05802191,60.89410065,75.84240348,88.17915665,2031,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2063,inf,-40072.0157,548.464585,508.5493274,1.636670219,1.518618691,1.771576194,1.479920769,2048,1.5776947,1.713064491,0.695,0.146666667,0.003333333,C1,C1: limit warming to 1.5¡C (>50%) with no or limited overshoot,1.579880892,1.452946986,1.709206146,1.494052072,2049,0.607063031,0.111756817,0.003129191,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,28.209859,11.09512808,-10.79494355,FALSE,68645.26441,Medium,37.12157419,17.61934884,-6.395763639,33.13546833,48.86934897,68.26348197,36.96731557,54.60821325,77.25459887,-0.312371439,35.63729174,52.93373495,74.68571212,124.6293965,26.74692474,40.0616631,54.16072962,6.525271095,14.01761974,22.74756379,28.42004129,28.58453186,23.90838361,-0.453121456,32.33577849,47.86217692,66.93916229,109.7891104,2038,43.96641985,55.81988768,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2066,2078,-260637.6222,762.4348832,501.865074,1.735371199,1.60501132,1.870954123,1.464184113,2049,1.691802966,1.843619291,0.79,0.211666667,0.005,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,1.657221312,1.526570504,1.796285302,1.467007476,2050,0.70540903,0.156012517,0.004023245,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,27.45033742,11.63128299,-10.45721415,TRUE,59978.25462,Medium,36.47248319,18.26003251,-6.038209252,32.32961276,46.98842872,66.12066515,36.57938786,53.0157623,75.07539512,0.516531567,35.26735569,51.3902571,72.5714226,124.65992,25.02681308,37.57783626,52.54824208,3.470543466,10.80192069,20.20719692,29.17454257,28.45505755,23.61766523,0.274487123,31.59661742,46.03752775,64.81945556,109.4513477,2039,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2067,2079,-244269.3171,747.3534368,503.2545774,1.721133191,1.59189455,1.856782628,1.462955972,2050,1.682942245,1.831855833,0.781666667,0.208333333,0.005,C2,C2: return warming to 1.5¡C (>50%) after a high overshoot,1.643399348,1.514614254,1.781266873,1.46538549,2050,0.685292803,0.147966026,0.003576218,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800,C3,C3: limit warming to 2¡C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,25.61627426,7.779697327,-0.00010508,FALSE,69689.86144,Medium,34.06977712,14.04500171,6.013016881,38.62510797,58.30978349,74.69867617,43.26366992,66.40986895,85.40090648,-0.312371439,41.55473138,63.96783916,82.25009244,100.0002397,30.07388711,44.00574938,56.23296875,8.654621115,16.38413733,24.90968531,35.11342384,30.4804641,25.82454558,-0.45029366,37.66922783,57.09943087,73.21102097,88.34457291,2034,43.96641985,55.81157475,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T1: Non-standard technology assumptions,2020,2020,2066,inf,-37612.63151,642.1480435,604.6611285,1.68430127,1.558240941,1.818313941,1.534903212,2049,1.62334812,1.769091884,0.746666667,0.18,0.005,C3,C3: limit warming to 2¡C (>67%),1.619668884,1.48943933,1.756605677,1.539808378,2049,0.654894949,0.140366562,0.004023245,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800_COV,C3,C3: limit warming to 2¡C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,24.66060458,8.66157922,9.67E-07,TRUE,60930.87833,Medium,33.221851,14.88547647,5.943291322,38.44098352,55.31517744,72.41769306,43.62753824,62.76273124,82.64046579,0.516531567,41.84602833,60.46694442,79.57449782,99.99999772,28.89921881,42.80255195,55.65399651,6.618743901,14.83309891,23.69786279,30.57777999,29.84470154,25.12889251,0.242874036,37.51900132,54.11868863,70.92588385,88.14719816,2034,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2066,inf,-37331.92424,643.1535244,605.8340461,1.674554774,1.548066029,1.806196106,1.528124505,2049,1.618395912,1.761459774,0.738333333,0.173333333,0.005,C3,C3: limit warming to 2¡C (>67%),1.611245151,1.48071305,1.7486274,1.534703471,2049,0.643719267,0.135002235,0.004023245,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f,C3,C3: limit warming to 2¡C (>67%),C3x_NZGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,29.81106504,12.96906774,-10.08260329,FALSE,68768.16633,Medium,39.07924093,19.82860739,-5.578230063,29.60769161,44.92602648,64.28330199,33.03644842,50.22880171,72.6400288,-0.312371439,31.98403147,48.8575024,70.41019157,123.0041438,23.88633013,36.85983251,51.60590109,3.971953902,11.06317908,20.00560755,27.96918539,27.99222766,23.17571539,-0.452596122,28.94899101,44.05947103,63.09079606,108.3776255,2040,43.96641985,55.8183432,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2069,2079,-234392.7945,829.5184463,595.7029351,1.764682303,1.630342565,1.906311003,1.518877175,2059,1.734758208,1.892085735,0.811666667,0.243333333,0.006666667,C3,C3: limit warming to 2¡C (>67%),1.685184241,1.550581786,1.827201685,1.512286256,2059,0.741618239,0.179704962,0.004023245,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f_COV,C3,C3: limit warming to 2¡C (>67%),C3x_NZGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,28.48292902,13.67905426,-10.12133205,TRUE,60139.01509,Medium,37.5472563,20.45190772,-5.597174329,30.33549814,43.37514414,62.05389942,33.99408748,48.44590918,69.86657551,0.516531567,32.83232607,47.11832864,67.7424237,123.8678519,24.46890975,36.91034924,51.29237014,3.277426516,10.40392985,18.93318216,28.22523735,21.90509014,22.73352598,0.274487123,29.6256616,42.50497782,60.85510851,108.6705268,2041,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2070,2082,-214708.7019,816.3715174,602.1288297,1.7468754,1.612048509,1.885241193,1.521828808,2059,1.717397636,1.873526265,0.796666667,0.225,0.006666667,C3,C3: limit warming to 2¡C (>67%),1.669578544,1.533478325,1.811878007,1.516266749,2060,0.718819848,0.170764417,0.004023245,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900,C3,C3: limit warming to 2¡C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,27.71149254,10.10953177,-0.000405978,FALSE,69688.21461,Medium,36.55307103,16.54720293,5.992272202,34.22935963,51.92865762,70.22630104,38.17524086,58.28489775,79.67729743,-0.312371439,36.77434864,56.36899975,76.934417,100.0009263,27.25859679,41.53189528,54.79725457,7.043187532,14.87353461,23.40749901,28.83391561,29.08991952,24.41015766,-0.478315273,33.40460723,50.84948374,68.85235571,88.39370031,2037,43.96641985,55.8937068,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T1: Non-standard technology assumptions,2020,2020,2068,inf,-34887.09622,736.6859744,702.0582123,1.720111986,1.591001119,1.853380418,1.581617411,2049,1.677671973,1.827096681,0.776666667,0.21,0.006666667,C3,C3: limit warming to 2¡C (>67%),1.656288786,1.519860282,1.798393363,1.582780097,2050,0.696915512,0.162270899,0.004023245,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900_COV,C3,C3: limit warming to 2¡C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,26.8963256,10.94963256,5.65E-07,TRUE,60930.62067,Medium,35.63423714,17.47712467,5.936614781,33.97090994,49.47601777,67.61545268,38.01169857,55.66723105,76.8095165,0.516531567,36.5738114,53.85845802,74.17887223,99.99999867,27.07308507,39.78275323,53.35527061,5.466120946,12.23688902,21.06187041,29.28620702,28.7046657,23.79051623,0.242874036,33.13221045,48.43766096,66.27073239,88.1591101,2037,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2070,inf,-29161.37478,732.565618,703.7328468,1.70897997,1.579942447,1.842345517,1.578994129,2049,1.666156556,1.816325988,0.766666667,0.206666667,0.006666667,C3,C3: limit warming to 2¡C (>67%),1.644840307,1.511828548,1.788612408,1.580806498,2050,0.684845776,0.156906571,0.004023245,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f,C3,C3: limit warming to 2¡C (>67%),C3x_NZGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,30.81231212,15.45290359,-9.769451051,FALSE,68901.45763,Medium,40.14990837,22.43675933,-5.1927768,27.67912925,41.37083452,59.58531321,30.61454599,45.77478958,66.54042469,-0.312371439,29.69961829,44.68693339,64.74315148,122.2896657,23.11555867,36.1199964,50.35487228,3.680502735,10.63406702,19.11322572,27.14347138,21.56613211,22.32460176,-0.452596122,27.04839414,40.58404869,58.50034938,107.7102189,2043,43.96641985,55.8183432,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2071,2082,-206547.8242,907.1067032,701.1074796,1.794558445,1.654886222,1.942149998,1.574643912,2059,1.765061046,1.92896761,0.835,0.281666667,0.01,C3,C3: limit warming to 2¡C (>67%),1.716129229,1.57676048,1.863945391,1.56609812,2060,0.773357175,0.203397407,0.004470273,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f_COV,C3,C3: limit warming to 2¡C (>67%),C3x_NZGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P2a,P2a: Immediate global action without transfers,ENGAGE,29.22550309,15.97174224,-9.540621687,TRUE,60241.7361,Medium,38.35421334,22.82805631,-4.940929589,28.8382846,41.17085592,57.64523622,32.13456918,45.50180299,64.03591998,0.516531567,31.08120795,44.36611955,62.33586883,122.4984364,23.81314627,36.59413496,50.23824734,2.961705598,9.998037772,18.58475547,27.45740126,21.35416145,22.20783325,0.274487123,28.15316995,40.33435806,56.54570031,107.506009,2043,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2072,2085,-185233.6746,885.0233701,700.0482755,1.769221547,1.631701499,1.915666873,1.577339648,2059,1.73865718,1.90241937,0.811666667,0.255,0.01,C3,C3: limit warming to 2¡C (>67%),1.694791432,1.558715344,1.844757234,1.568605386,2070,0.751005811,0.191774698,0.004470273,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.1,EN_NPi2100,C7,C7: limit warming to 4¡C (>50%),C7,NA,C7,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P1b,P1b: Current policies,ENGAGE,47.17678924,52.63040572,70.62854731,FALSE,70264.92237,High,60.05144599,66.30378377,84.04262343,-7.915344499,-11.80733308,-19.15109702,-9.282850859,-14.78384287,-24.9699235,-0.312371439,-7.637047131,-11.73028575,-20.07984332,-61.14382512,0.277652632,2.333474044,4.679506702,-4.787485431,-5.580572921,-4.958345794,-39.37360857,-51.87618907,-70.86745732,-0.508043427,-7.213446808,-10.59054801,-17.30559671,-45.70037308,inf,70.62854731,84.04262343,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2100,2100,,inf,0,4362.713873,4362.713873,3.307584902,3.036895977,3.591884194,3.307584902,2100,3.307584902,3.591884194,1,0.998333333,0.698333333,C7,C7: limit warming to 4¡C (>50%),3.127556426,2.887680893,3.39653085,3.127556426,2100,1,0.996423782,0.593652213,,,"241, 136, 114",F18872
MESSAGEix-GLOBIOM_1.1,EN_NPi2100_COV,C7,C7: limit warming to 4¡C (>50%),C7,Trend from implemented policies,C7,non-IMP,https://doi.org/10.1038/s41558-021-01215-2; https://doi.org/10.1088/1748-9326/ac09ae; https://doi.org/10.1038/s41893-021-00772-w,P1b,P1b: Current policies,ENGAGE,43.92365872,49.24423164,69.46135042,TRUE,61552.5302,Medium,56.28602829,62.48494098,82.66420071,-4.179913583,-8.871657327,-15.65349252,-5.002501457,-11.04408823,-20.78275926,0.516531567,-3.579585682,-8.189391558,-16.12641703,-63.8018805,3.329824668,5.129913392,8.526307084,-5.710583669,-6.691987363,-6.120655062,-35.95971019,-59.57064718,-78.79318248,0.215713621,-3.577506405,-7.684871304,-13.87478858,-47.52908537,inf,69.46135042,82.66420071,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2100,2100,,inf,0,4203.361119,4203.361119,3.232916065,2.970934176,3.513275957,3.232916065,2100,3.232916065,3.513275957,1,0.996666667,0.645,C7,C7: limit warming to 4¡C (>50%),3.063481977,2.829221417,3.324449891,3.063481977,2100,1,0.996423782,0.553866786,,,"241, 136, 114",F18872
